Sighting Date,Reported Date,Place,Shape,Time,Comments,Disaster
20100509,20100509," Virginia Beach, VA", fireball,20 minutes,"We saw a strange light in the sky and on the same night, saw two strange looking men in a grocery store, one of which, I spoke with.Not sure of the exact date but sometime in september of 2008 many residents of Virginia Beach saw an unidentified object in the sky.  It looked like a fire in the sky that moved very slowly and suddenly disappeared.  Many people were outside viewing it and some were videotaping it, other residents from close by areas saw it too.  It was comming from the North/East over the oceanfront maybe?  It must have hung around for at least twenty minutes or so.But thats not where the story ends.  Later that night me and my Girlfriend, ((female&apos;s name deleted)) were shopping for groceries in the local Farm Fresh located on General Booth blvd.  I noticed a strange looking man walking past.  He was tall, caucasion, dressed in casual cloths and he was by himself but there was something strange about his eyes.  They looked a little out there. Heres a photo of what the eyes kind of looked like.http://daysofourlife.files.wordpress.com/2008/04/charles-manson.jpg I walked passed and didn&apos;t really think too much of it except &quot;that guy looked weird&quot;.Then I saw another man caucasion, short, casual cloths-also alone, and he had the same eyes!  I became interested and followed him for a bit.  He walked over to the magazine section and was reading some magazine(didn&apos;t look to see which one), and I told ((woman&apos;s name deleted)) about what I had seen and she told me to go up to him and ask him for directions, so I did.  His movement was very erratic and he had his head lowered at an angle(which I also found strange). I told him that I was lost and needed to know the best way to get to the oceanfront.  He spoke in a strange accent(even though his english was perfect), the way it came out sounded very monotone and far away.  He didn&apos;t turn away from his magazine and wouldn&apos;t look me in the eyes, which I also found strange.  I will tell you this, as a person who is experianced in meditation and telepathy, the man gave off a very strange, unearthly energy that I cannot describe.  I felt hypnotized by his words.  I couldn&apos;t read anything from him except th! at I felt as if I was pulled in by his strange energy.  He told me that he wasn&apos;t from here and couldn&apos;t help me.  I felt tongue tied and couldn&apos;t bring myself to say anything else.  I walked away feeling hazy, as if the experiance had happened in a dream or something.  My hand were cold and I was shaking.  I told ((woman&apos;s name deleted)) about it and she insisted that she speak with him herself as her psychic powers are natural and mine are more developed.  By the time we had returned, he had disappeared.  I just wanted to leave, so we did.  Nothing else came out of the incident.((NUFORC Note:  Witness indicates that date of sighting is approximate.  PD))",
20100509,20100509," State College, PA", flash,over an hour,"Stationary blinking lightAt about 9:30 pm this evening (5/9/10) I looked up and noticed a white light &quot;blink&quot; on an off (quickly). I continued my star gazing and noticed the same blinking light in the exact same place about a minute later.  I&apos;ve seen satalites, the I.S.S. etc passing over and I&apos;ve even noticed occasional &quot;flashes&quot; of increased light from these which I assume is related to the rotation of mirrors or something catching the sun&apos;s rays.  This incident is different.  I continued to watch the light blink on and off every minute or a bit longer continually for an hour, and always in the exact same spot in the clear nite sky.  I imagine it&apos;s still doing so even as I write this.  Can you tell me if there is any type of natural or man made phenominon that can occur in this fashion?  It&apos;s got me curious as all get out!",
20100509,20100509," Healdsburg, CA", light,2 min,"I was at Lake Sonoma pig hunting, somethig caught my eye in the western sky.  It was a bright light about ten miles  high and moving west.  When it got over a mountain another one appeared and was moving in the same direction.  They both continued west and over the mountains then dissapeared.I know it was not a typical aircraft,because they appeared out of thin air.  I&apos;m a true believer of ufo&apos;s.I was skeptical before but not anymore.",
20100509,20100509," Attleboro, MA", disk,2 minutes,"UFO formation over Attleboro plazaAs I was talking about UFOs with my family and how it is possible that an infrared camera can see them but the human eye can&apos;t, I took two pictures. In those pictures are formations of submarine shaped aircraft in formation. The first picture has a  clear blue sky behind the UFOs, while in the second picture they move and a cloud covers a few of them.  The two closest UFOs are still visible but mildly shrouded by a the cloud.",
20100509,20100509," Amherst, VA", unknown,60 sec,"Mother and daughter see UFO once again on farm road in Amherst County, Va.My daughter and I again saw the same lights on the road to the house that she rents on a secluded farm in Amherst, Va.The same two lights that we saw at the beginning of the year were once again at about the same place as before, but this time started out in the larger configuration that we last observed.  As we approached the object, this time in a different darker colored car, the object immediately took off away from us and again appeared over the vicinity of my daughter&rsquo;s house.  When we got down the road, it was gone.  It had gone from point A to point B in the flash of an eye and we think it knew that since it was a bright, moonlight night, that we just might be able to see the craft, thus its speedy demise this time. We know that this thing is real; just wish we could see exactly what in this world, or out of  it, that it is?",
20100509,20100509," Graham, WA", light,15 minutes,"Several bright orange lights in the sky.On the night of Saturday May 9, 2010 in the city of Graham, Washington.  I was at home with my family watching TV. My sister who lives down the street called us and told us to go outside and look at the sky. When we went outside we saw six or seven bright orange light moving in the sky. They seemed to be in two groups and the lights were moving steadily in different directions.My sister, who had watched the lights for about ten minutes before she called us, said that when she first saw them they were above the horizon facing east forming a &ldquo;T&rdquo; shape.By the time we got outside they were above the horizon facing south. Then one by one they disappeared. This happened at about 10:15 PM.I tried calling the Air Force which is several miles away. They didn&rsquo;t see anything or seem too interested. Which I can understand, I would probably say the same thing if I didn&rsquo;t see them with my own eyes. I also tried calling the local news stations they probably thought I was joking. There are many videos on youtube that show exactly what I saw. Unexplainable orange bright lights in the sky.",
20100509,20100509," Escondido, CA", diamond,2 minutes,an orange diamond shape hovering in made air for a while swaying from side to side. then it just fades away without making a sound.,
20100509,20100509," Winterhaven, CA", disk,several hours,"Nine menacing crafts rounded up a large group of campers on the Colorado River during one incredibly long night.On the last Saturday night of March, 1978, I was with a group of friends on a spring break camping trip in a former California State Campground, 18 miles north of Winterhaven California. I say former because the facility had been virtually destroyed by massive flooding from the Colorado River where it had served as a landing for travelers navigating down the River. Before it had been destroyed, it had housed a seasonal general store, as well as a large camping area with large bathroom-shower facilities and Ranger trailer up on a hill overlooking the grounds. But by this year, all of that was gone, and the trailer abandoned by the Rangers but the area was still used by a handful of hardcore campers.During this last Saturday in March, the nine of us were on the peak of last mountain at the farthest end of a chain of foothills that began at the campgrounds and ran north along the Colorado River ending at this last peak overlooking a panoramic view of the entire northwestern desert and river valley below.Before our encounter that night, two truly amazing events occurred.  First we experienced an unexplainable loud buzzing electrical discharges through our hands when flicking our index fingers. We could hear the loud buzz, as well as feel the strong current running through our fingers. This lasted approximately a few minutes and then disappeared.  The second strange anomaly to occur next was - the sunset we watched from the peak lasted a abnormally long time - at least two hours longer than it normally would. We commented on this several times while in progress but no one could explain and unfortunately, no one had a watch to give an accurate accounting. However, it was undoubtedly much longer than can be explained by any normal physical means. And as if that wasn&apos;t strange enough, it ended so abruptly, we were caught completely by surprise in the complete darkness of the night. We normally would have already made the long trek back to camp, a couple of miles through the rug! ged foothills, during the twilight which always proceeds the setting of the sun. But in this case, we were so mesmerized by the incredibly long beautiful smoldering orange glow of the sun which appeared to stick right behind the mountains in the far west, we didn&apos;t leave, we just naturally expected the benefit of the post sunset, slowly fading twilight, which for some reason didn&apos;t happen . . . defying all laws of physics.Once we were confronted with this sudden darkness, we tried to not let it freak us out and gather ourselves for the long treacherously difficult trip back in total darkness, the moon not yet risen, and frankly were a little more than concerned about our safety getting down - especially down the narrow path from the precariously steep cliff we were on - hundreds of feet to the canyon floor below. Anyway, right as we were beginning our descent down, one of our group spotted a star erratically zooming across the night sky in straight lines from point to point. We all began to watch, suddenly pointing to other stars that were behaving in a similar fashion. It didn&apos;t take long for the group of us to realize that they couldn&apos;t possibly be stars but must be lights in our own night sky that just resembled stars. And sure enough, with in a few minutes, they all gathered together in a tight rotating ball growing larger as they dropped out of the night sky in to the distant horizon,! appearing to settle into the river basin several miles northwest up stream from our location.Although below our view, we watched their bright domes of light wind down the river south towards us. In a fairly short time they came into our view as they appeared from around a bend in the river entering our section of the valley. There were nine crafts flying in a diamond formation. They each had several search lights fanning the area as if they were frantically looking for something or someone. As they came underneath us in the washes below, we were, of course, still several hundred feet above on our perch, they suddenly broke formation and shot out in different directions in what appeared to be a co-ordinated military maneuver securing the area.Until this point, they had hovered silently down the river - but when they broke into their frantic search in different directions, their crafts gave off bright flashes of lights and loud crackling blasts of electrical discharges resembling thunder and lighting. I could feel and smell the static electrical energy fields they were creating as they surged about. I could also hear the roar of air they propelled and also the sound of the water being displaced by the rush of air as well. It was amazing how quickly they would move from one point to another - a brilliant flash light with a simultaneous crack of thunder and instantaneously be somewhere else stopped dead but for the roar of moving air which appeared a breaking mechanism.As I said, when they came into our area of washes, they broke out of formation and sped around as if looking for something, as this was happening, a very strange event occurred at the very same time. The other eight people I was with on the ledge began talking amongst themselves as if they were in a different time and place. And no matter how hard I tried to get their attention concerning the fantastic scene unfolding below, they just continued talking to each other seemingly oblivious to it all. In fact I got the distinct impression they were discussing a sunset lasting a very long time. I basically felt they were sacred senseless and were in some kind of fear induced manic behavior which seemed impossible to break, so I gave up trying, turning back to the crafts below which had moved down the river past us to the campground a couple of miles away to our south - except for two craft that had shot below our position inland around the other side of the foothills.Instead of moving on south on the inland side, these two came quickly back to right below us and one of the craft shot up to our position on the ledge and hovered level with me about a hundred feet away - out over the canyon floor. My companions were still completely engrossed, talking frantically to each other, even though I made one last futile attempt to draw their attention to the ship silently hanging in front of us. It was shaped like the Bat plane - with a curved, rounded front, and sweeping back to two large wings comprising the back. The front appeared to have a elongated windshield mimicking the line of the curve - making up about a third of the height of the ship which was probably fifteen to twenty feet. The width at its widest - near the back from one wing to another - was approximately twice its height, maybe more, like fifty feet. It radiated a fluorescent reddish light from underneath that lit up the entire area in a eerie blood like glow. And I could see! equipment like or led lights inside the front windshield. There was also a gentle humming sound similar to an electric train transformer. I felt a pronounced static electrical field like presence engulfing the area.In a matter of a few moments the craft began to rise above me and came closer - to about fifty feet - now I could see the shape, which I described already, because of the glow of the red panels which mimicked the shape of each back wing. It was about as long as it was wide. It was making no noise as it lifted above me and it did this very slowly and gently with just the faint transformer hum.As soon as it was directly above me - a green spotlight came on in the middle of the craft between the two red panels and I was entirely encased in a green mist that felt hot to my skin. I immediately felt a sexually charged sensation in my balls as well as the base of my spine that began to surge through my entire body. It was like an all consuming orgasm of heated energy pulsating my every fibre. As I seemed to climax, I felt myself lifting or levitating towards the ship. It wasn&apos;t like I was being pulled, as much as I was being energized to a float on my own - like my molecules were being manipulated by an internally-produced, stimulating force. The last thing I saw at this point was looking down on my friends still talking manically amongst themselves as I floated upward.((NUFORC Note:  Witness indicates that date of sighting is approximate.  However, the last Saturday in March 1978 was March 25.  PD))",
20100509,20100509," Graham, WA", circle,1 minute,"Cluster of Orange Lights Moving Rapidly Across the Horizon In Changing FormationsAt approximately 10:15 p.m. my daughter opened the front door and asked me to come quickly and see this.  At that time I noticed a formation of bright, orange balls that seemed to be roughly in the shape of a diagonal line.  (approximately two-o&apos;clock on a clock).  I say roughly because one ball appeared to be out of the line and further ahead.  I initially thought it was a military craft formation of some sort moving from the southeast, however as they got closer, it became apparent that this was not something mechanical.  There was absoulely no noise at all, and no trails of smoke or vapor were behind them.  They were located not too far above the horizon (meaning I did not have to look too far up to see them).  They appeared to be moving rapidly to the west and the pattern they were moving in changed as they moved.  There did not appear to be grouped in any shape now as they were moving.  Right before they disappeared, they clustered up together in two ci! rcles and then started winking out one by one.   The entire occurrene took less than two minutes, and it scared the heck out of my ten year old.  Most definitely not anything I have ever seen, and we have seen plenty of military crafts and manuevers in our area over the years.  They were not large in relation to the size of the moon, however they were much larger than stars and as I said much lower in the horizon.",
20100509,20100509," Casa Grande, AZ", circle,5 seconds,round silver/geenish lighted object drops behind Casa Grande MountainWe were driving south on Arizola road when we saw a round silver/greenish lighted object above Casa Grande Mt it suddenly dropped behind the mountain.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)),
20100510,20100510," Havre, MT", light,5 minutes,"Sonic Boom followed by 3 UFOsAt approximately 10:55pm on 5/10/10 me, my girlfriend, and my dog all heard a very loud boom.  Our house completely shook.  After investigating my house for a couple of minutes we heard some jets that sounded like they were flying extremely low.  Me and my girlfriend went outside to see if we could find out what was going on.  After a couple of minutes outside, at approximately 11:00pm my girlfriend noticed a glowing light hovering in the sky. After about 5 seconds it faded out.  About another 10 seconds later three lights appeared in the same area.  They were all staying still. They were there for no more than 5 seconds, and disappeared.  A minute or two later one single light appeared in the same area for no more than 5 seconds.  We are located on the North Side of Havre, the lights appeared South East of our location.I assume the initial loud noise was a sonic boom created by the jets.",
20100510,20100510," Sedona, AZ",,constant,"rapid movement at a great distance, with no set pattern other than the basic position would returnMy family was visiting parking lots between Sendona and the town of Oak Creek for a portrait shooting the next day.  We pulled into a parking area near one of the formation.  The night was clear, the sky wonderful.  We stood and admired the shadows of the formations and quickly noticed a significant numbers of meteors.  My daughter saw one with a tail squiggle.  There were about 8 sighted in about 15 minutes.  We live in Glendale, so its been since the Leonids of 2001 that we saw so many.  My son sighted a mid-brightness star between a stand of trees.  I would guess the object was at least 20 miles ahead. It was just to the west of Polaris 15 degrees and below the outer ladle of the big dipper, about 15 degrees.  He pointed the object out to each of us, for the next ten minutes, the object would stikenly move to the east, the quickly to the west, also up and down, incluing movements to the 3 o&apos;clock and 8 o&apos;clock.  This object still appeared to be a star, ma! ybe being seen through heat waves, but it never stopped moving.  It also never disppeared from the separation of the two stands of trees.  As a skeptic, I do not know what I saw, but we all saw the same thing.  It was a beautiful moonless evening.",
20100510,20100510," Bracebridge (14 miles north of) (Canada), ON", sphere,5 minutes,"Large silver ball observes Muskoka cottagers, then retreats much faster than anything of this world possibly couldI know that extraterrestrial life exists, because of what I saw back in the summer of 1978 ~  My girlfriend April and I were sitting on the dock of my cottage, on Skeleton Lake, 14 miles north of Bracebridge, Ontario, Canada (part of the Muskoka Lakes area).  We were listening to my transistor radio; it was after midnight and the guys were inside the cottage.  We had consumed no alcohol or drugs and were just enjoying the cool, rather misty night, and each other&apos;s company.  We worked together at an advertising agency during the week, at Yonge Street &amp; Eglinton Avenue East in Toronto.All of a sudden, we heard a very faint whirring sound behind us overhead, and both looked up above the cottage roof where it originated from, at the same time.  What we saw there was this...a large, silver object which appeared perfectly round, beaming some kind of light on us.  Our jaws dropped, and we simply sat there frozen, stunned and terrified for a few seconds, which was how long it took me to receive a silent communication which was,&quot;you&apos;re afraid&quot;.  Then, the object took off upward, resembling what I could very loosely compare to the Roadrunner in the old cartoons when he was under chase, said &quot;beep beep&quot;, and ended up way beyond the mountains on the horizon in a matter of seconds.  Only now it was who-knows-how-many-miles directly above our heads (this was probably what is known as a &quot;hyperspace&quot; move); it then did a slow rectangular trajectory, then disappeared behind a cloud.  Perhaps it joined with something else, because what we witnessed next, through the clouds w! as a huge mass of light moving up, up and away into the northeastern sky.I lay awake that night, half-expecting &quot;little green men&quot; to come knocking at the door.  Our husbands were kind of in disbelief at our shared experience, I guess you can&apos;t blame them, but we saw what we saw, and looking back, I now consider myself extremely lucky and perhaps even chosen to have had them come and observe my friend and I that night ... it was definitely the highlight of my life.I would love to hear from others who have had sightings!  Cheers,  M ~((NUFORC Note:  Witness indicates that date of sighting is approximate.  PD))",
20100510,20100510," Worcester, MA", cigar,15-20 min,i was sitting outside when i saw 5 cigar craft ....i was sitting outside when i saw 5 cigar craft moving west to east going left to right simaltainiusly it looked like they were servaying the land below they had no wings and made no sound at first i thought it was aa small plane but it had no wings i dont know what it was or where it came from((NUFORC Note:  Witness indicates that date of sighting is approximate.  PD)),
20100510,20100510," Fayetteville, GA", other,3 minutes,"Two lights seen traveling from southwest to northeast over my location in Georgia at extreme altitude.  They appeared to be stars at first until the trailing object emitted a bright white light for about five seconds, then they resumed medium magnitude starlike appearence. They appeared to be traveling one behind the other, in a straight line, at medium slow speed but seemed to be at a very high altitude. No navigation lights were observed.",
20100510,20100510," McHenry, IL", other,0ne minute,"I saw giant birds flying at very fast speeds in and out of a cloud on may 3rd 2010I was watching the sparce cloud cover we had that day.just looking at the different shapes they had.  I noticed movement flying about in front of one cloud. They appeared to be birds.  But they were flying in and out of this cloud.  The sun was lighting up the left side of the cloud. The under side was gray.  These large birds were reflecting light once they would swoop away from the underside of the cloud into the sun light.  Then would fly back into the cloud and disappear.  Picture 5 or 6 birds swooping in circles in and out of a cloud.  I need to find out what the cloud elavation was this day.  I know it was about one mile away. and by guessing the elavation to be 3 or 4 thousand feet.  And by judging the birds size.I compared them to a jetliner at thirty five thousand feet.I did the math.  I have a degree in eloctronics.  These birds were between 20 and 25 feet in large.  What was strange was that they were moving too fast for the size.  The bigger an animal gets the more slow it moves.  These birds would swoop and turn on a dime and fly,soar like back into the cloud. It seemed to me they were living in this cloud.",
20100510,20100510," Pleasantville, NJ", light,15 minutes,"Star-like object in the sky.On May 9, 2010 at around 8:30 PM, I witnessed what at first would seem like a bright star or planet. When I got in my car and pulled out of the drive way, I saw this  bright star-like object hovering high above the clouds. I was so blown away by its beauty, that I kept staring at it in amazement. I just knew that it wasn&apos;t Venus or a any kind of planet or star.  As I kept driving the road, the object disappeared and I could not find it. By the time I reached the end of the road to make a right turn at the corner, I saw it again, but this time it was lower and much farther away in distance. It also appeared brighter than before. I just held the brakes and stared at it for a brief moment before making a right turn. As I drove in the other direction, I came to a stoplight. When I stopped, I looked at my left and I saw the object moving in my direction, as if it were following me.  I don&apos;t know why I did what I did after this, but I guess it was a test to see if i! t was really following me or if it was truly in the Earth&apos;s atmosphere. The creepiest, yet most amazing thing happened after this.  I drove down the road and made a left turn. I wanted to get closer and get a better look. I did not see it in the sky when I checked. Instead, the bright light came down and suddenly appeared above some trees on the right of the road and slowly moved across the street. It started getting really close to me. It was so close to my car in both length and height that I could see its spherical shape. I put my car in park and watched it hover right above me. I didn&apos;t hear any sounds coming from it. Then, suddenly, the white sphere of light vanished. As I drove away, it appeared once again high in the sky, but in a different position.  Once I reached my destination and got what I needed, I walked up to my car and saw that the object was still in the sky, but just not as bright.  On my way back to the house, I was ready to make the turn on my street, whic! h was the corner that I first mentioned. I took one last look ! and checked if it was in the same spot I had originally seen it, but it wasn&apos;t there. I highly suggest that an investigator come and videotape the night skies in the reported area since I don&apos;t have a video camera. I can compare the star-like object I saw to the fleet of UFOs seen in Chile back in 2009. If you type in and search &quot;UFO Chile 2009&quot; on YouTube, you can see exactly what I saw and use this as a reference.",
20100510,20100510," Havre, MT", light,5 minutes,"Saw Three Bright LightsAt around 10:55pm on May 10, 2010 my boyfriend and I were lying in bed and all of a sudden we heard this loud noise, and our whole trailor shook. Then about two or three minutes later we heard jets outside. We ran outside to see if we could see anything. We couldn&apos;t see any jets.At 11:00pm I look to my left and saw a single solid light stayed there for 2 or 3 seconds, and faded out.About ten seconds later we saw three lights, but middle light had other 3 lights surrounding it. All equally distance apart. Stayed about 5 seconds and disappeared.Then about 2 or 3 minutes later we saw one solid light around the same area as the other ones, and faded out after a few seconds.We&apos;re live on the Northside of Havre, and the lights were south east from us.I&apos;m pretty sure the noise we heard was a sonic bomb from jets.",
20100510,20100510," Pleasantville, NJ", light,15 Minutes,"Lights in the SkyOn May 9, 2010 at around 8:30 PM, I witnessed what at first would seem like a bright star or planet.  When I got in my car and pulled out of the drive way, I saw this  bright star-like object hovering high above the clouds.  I was so blown away by its beauty, that I kept staring at it in amazement.  I just knew that it wasn&apos;t Venus or a any kind of planet or star.  As I kept driving the road, the object disappeared and I could not find it.  By the time I reached the end of the road to make a right turn at the corner, I saw it again, but this time it was lower and much farther away in distance.  It also appeared brighter than before.  I just held the brakes and stared at it for a brief moment before making a right turn.  As I drove in the other direction, I came to a stoplight.  When I stopped, I looked at my left and I saw the object moving in my direction, as if it were following me.  I don&apos;t know why I did what I did after this, but I guess it was a test to see if it was really following me or if it was truly in the Earth&apos;s atmosphere.  The creepiest, yet most amazing thing happened after this.  I drove down the road and made a left turn.  I wanted to get closer and get a better look.  I did not see it in the sky when I checked. Instead, the bright light came down and suddenly appeared above some trees on the right of the road and slowly moved across the street.  It started getting really close to me.  It was so close to my car in both length and height that I could see its spherical shape.  I put my car in park and watched it hover right above me. I didn&apos;t hear any sounds coming from it.  Then, suddenly, the white sphere of light vanished. As I drove away, it appeared once again high in the sky, but in a different position.  Once I reached my destination and got what I needed, I walked up to my car and saw that the object was still in the sky, but just not as bright.  On my way back to the house, I was ready to make the turn on my street, which was the corner that I first mentioned.  I took one last look and checked if it was in the same spot I had originally seen it, but it wasn&apos;t there. I highly suggest that an investigator come and videotape the night skies in the reported area since I don&apos;t have a video camera. I can compare the star-like object I saw to the fleet of UFOs seen in Chile back in 2009. If you type in and search &quot;UFO Chile 2009&quot; on YouTube, you can see exactly what I saw and use this as a reference.",
20100510,20100510," Knowlton, NJ", light,40 minutes,"~A close friend and I were outside smoking  cigarettes when a bright object in the sky caught our attention.  This was at approximately 20:50 EST.  The object appeared to be just a very bright star at first-- which was what caught our attention.  It was later determined to be moving, however, after a closer study.~A few points to supplement this assertion are: 1) object was eclipsed momentarily by tree limbs at several points and but would always return to open sky, as perceived from our position in front of my house.2) it flickered as it moved back and forth along the horizon and in circular or arc-shaped, sweeping motions to and fro.3) the object&apos;s light would dim after it reached the peak of its arc-maneuver and hence begin to move in the opposite direction, and would brighten considerably when facing us. the path of the light&apos;s beam could be seen when facing from side to side.4) once in awhile, the light would juke every which way and at odd combinations of sharp angles, in short bursts of incredible speed.~It at first seemed to be hovering over one point but we found the object to be maneuvering away from our position, as it eventually disappeared over the horizon. We were both compelled by strange, anxious feelings for the duration of the sighting.~ We repeatedly had to back up to keep the object in our view and actually had to move to my second-story balcony for the last ten minutes of the event, as if hypnotized to stare at this weird light until it could no longer be viewed. This was at approximately 21:19.~ I attempted to signal the object with a MAG-light-- in numeric combinations of numbers counting down from three-- but to no avail.  At one point, I attempted to use the 75-watt bulbs in the balcony lights as well. But still, the object retreated.~I judged the object to be three miles away at first and it was gone forty minutes later, still moving  in the direction of the Delaware Water Gap. This thing was very bright and very noticeable; I would find it hard to believe that nobody else saw it besides the two of us.~ All distance estimates were provided by the author of this report, who has worked in fields of occupation involving great heights and distances.",
20100510,20100510," Wittmann, AZ", formation,10 minutes,"A formation traveling north.Was taking pictures of the morning sunrise, when across the sky appears a formation of slash marks moving northward.    First picture shows about 25, then the second picture shows about 45.   I&apos;ve never seen anything like this before.",
20100510,20100510," Lawrence, MA", oval,30 sec.,Oval light flying erratically in the midnight cloudy skys of Lawrence MA.I was driving to work on the 495 south bond lane going over the Lawrence MA bridge. when two cars passed me. then both cars hit there breaks. I applied mine. All three of us were going about 60 mph. I looked up in the cloudy sky and noticed an oval shaped light flying overhead erratically in the clouds from my car to the other two cars in front of me for about a &frac12; mile before disappearing.,
20100511,20100511," Big Sur, CA",,1 second,Sonic boom event over Northwestern Pacific.  No craft seen.,
20100511,20100511," New Mexico, NM", other,?,"Pictures of a landscape in New Mexico where my husband and father-in-law were hunting, in the pictures unidentified objects are seen.My husband and father-in-law were hunting elk in new mexico.  He had no idea until he got home and I looked at his pictures.  There are 7 pictures he took of the land from up on a mountain.  He is in one of the pictures so his dad must have taken that.  One of the pictures clearly shows 2 thin shaped rod like objects in the sky.  This is not a prank at all.  This happened several years ago and I have looked at the pictures alot and thought you might be interested to see them.  I have the original pictures. There weren&apos;t any others made.  There are no objects in any of the other pictures which were taken consecutively.  Please e-mail if you would like to see them.  I hope this is a reliable place.  I don&apos;t know anything about UFO&apos;s.  My grampa is 82 and I remember him telling me that he saw a whole lot of them one night when he was in the ocean on a navy ship. Thank you, ((name deleted))P.S. It was broad daylight and the pictures are quite visible.((NUFORC Note:  We have requested copies of the photos, and a written report of the grandfather&apos;s sighting.  Date is approximate.  PD))",
20100511,20100511," Boise, ID", light,minute,"sporadically fast moving bright light too low to be a satellite and to high to be a plane fades into the stars after a minuteI looked up in the sky and noticed a bright light moving rapidly across the sky.  For a second I thought it was just a satellite because it was moving at about the same speed, however, it was much lower than satellites fly and the light was brighter.  I noticed a plane flying behind it but at a much lower altitude and way slower. It was a solid light not blinking like a plane and it was moving sporadically side to side up and down not drastically but similar to what a plane would look like in turbulent sky&apos;s.  The light was too high and too bright to be a plane.  I followed the light for about 30-40 seconds then it got dimmer and dimmer even though it did not change its altitude or speed than at about the minute mark it just disappeared into the stars.  It didn&apos;t streak or fade like a shooting star it just slowly vanished like a flash light dying.  In conclusion it was definitely not a satellite, or a shooting star or a plane unless it was some super sonic s! ilent jet flying at an astronomical hight and speed in very turbulent sky and slowly dimmed its lights than turned them off all together and was flying in the dark.",
20100511,20100511," Trinidad, CA", light,3 to 4 minutes,"((NUFORC Note:  We spoke at length via telephone with this witness, and we found him to be exceptionally objective and factual about the sighting he and his son had just experienced.  We suspect that he is a superlative witness, and reporter of fact.  PD))The flight pattern of the five reddish orange lights were west or northwest at about a 20 to 30 degree angle.I would like to start this &quot;reported sighting&quot; letter with the statement, I, or we, my 12 year old son and I, aren&apos;t looking for any special status or &quot;pats-on-the-back&quot; for what we viewed.  Nor do we want to be thought of as, &quot;out of our minds&quot; for saying anything at all.  We simply saw what we saw, and just want to report it.To add a little validity to our report our backgrounds are:  My son - 12 going on 13 real soon, an &quot;A-&quot; student,  7th grade, athletic, only child at home.Myself - Retired Air Force, aviation was my career for 22+ years, aircraft mechanic 6 years, aircrew member, flight engineer, cargo and air refueling aircraft the last 16 years.  I worked in the airline/aviation industry for seven years after retirement from the Air Force.  I did finish college a few years after I retired.  Aviation Management with a minor in Aviation Safety; took a few courses in accident investigation which taught a person how to question and evaluate an &quot;eye witness&quot; to an event.The sighting took place on the night of May 10th, 2010 at approximately 21:40, (9:40 pm) PST.  We were outside enjoying a wood fire in a small mobile home park in Trinidad, CA.  A clear night, the rains had just gone through earlier in the day.  There is a small airport just south of our location about 11 miles away.My son and I were engaged in a conversation when I noticed a brighter than normal light coming up over the tree line just to the north of us.  I wouldn&apos;t have paid much attention to it had it not been so bright.  Initially, I thought it was a late night commuter flight arriving out of the north, but then I noticed it wasn&apos;t the normal color patterns of an aircraft, the green and red lights from the wing tips and the flashing anti-collision lights the FAA requires. The light pattern we saw was a reddish orange color, maybe a little yellow mixed in.  And they weren&apos;t flashing.  The colors were &quot;glowing&quot; or slowly pulsating.  I questioned then whether it was an aircraft or one that I knew of anyhow.  Granted, I&apos;ve been out of the aviation field going on seven years now.  I then noticed its movement.It was moving a little quicker than the normal &quot;prop&quot; or small jet type aircraft that come into our local airport.  And, it didn&apos;t appear to be one of the Coast Guards&apos; rescue helicopters out on a night flight.  All aircraft have a distinctive sound to them; there wasn&apos;t any sound at all coming from the sky.  Just the occasional car or truck going down Hwy 101 and the rustling of the redwood trees from a slight wind.  But then I figured it was too far away to hear.  However, that would mean it was a large craft with the size they were and not being able to hear them.  A couple of weeks ago, someone said that was Venus in the night sky that was so bright.  I just noticed it was a very bright star or planet on a clear night.  Compared to that, this light was at least twice the size.We watched it for about 30 seconds or so, maybe a minute.  It was traveling from our right to left which would be north to west or northwest direction.  It was then we both noticed two more similar lights appearing from the same location over the tree line.  Then a fourth one appeared following the two in front.  All seemed to be going in the same direction.  A tall redwood tree obstructed our view as we watched and I had my son move to his left to try and pick them up as they appeared from behind the tree.  They never reappeared.  He said,&quot; Papa, they disappeared!&quot;  About that time and I would say again it was around 30 seconds or so, a fifth light appeared, trailing all the others and moving in the same direction.  We then moved our position to be able to watch the craft without obstructions from tall trees.  We kept an eye on it and to our amazement, it all of a sudden got smaller and disappeared.  Wow! is all we could say.The direction of the flight pattern for the five reddish orange lights were west or northwest at about a 20 to 30 degree angle in the sky as referenced from the top of the tree line to the point where the last one disappeared.  It all took place within a three to four minute time period I would guess, but I wasn&apos;t keeping track of the time while watching.  I did happen to remember to ask my son what time it was when the last &quot;light&quot; disappeared.I could only hope that others saw this and are reporting it.  As a military flight crew member I could only describe a few of the &quot;odd&quot; things I saw throughout my flying career as, well, &quot;odd.&quot;  Now, at least in my mind, I have some creditable proof to maybe I wasn&apos;t seeing things.....",
